"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2015 Prohibited Species Catch Crab (includes CDQ)
Through Date:
December 31 2015

SPECIES,SPECIES NAME,GEAR,REPORTING AREA,TARGET,WEEK,SECTOR,GROUNDFISH (MT),NUMBER OF CRAB,NUMBER OF CRAB/MT GROUNDFISH
RKCR,Red King Crab,HAL,542,Pacific Cod,7/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Pacific Cod,7/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Rockfish,8/29/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,3/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,3/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,4/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,4/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,4/18/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/2/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/9/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/16/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/16/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/23/15,Shoreside,C,3,0.3325197485009334
RKCR,Red King Crab,HAL,542,Sablefish,5/23/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,5/30/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,6/6/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,6/13/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,6/20/15,Shoreside,C,4,0.3098083994431924
RKCR,Red King Crab,HAL,542,Sablefish,7/4/15,Shoreside,C,2,0.24596507090442607
RKCR,Red King Crab,HAL,542,Sablefish,7/11/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,7/18/15,Shoreside,C,1,0.23402327127624875
RKCR,Red King Crab,HAL,542,Sablefish,8/1/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,8/1/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,8/8/15,Shoreside,C,2,0.32905045838724134
RKCR,Red King Crab,HAL,542,Sablefish,8/8/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,8/15/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,8/22/15,Shoreside,C,2,0.28682683879408377
RKCR,Red King Crab,HAL,542,Sablefish,8/22/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,542,Sablefish,9/19/15,Shoreside,C,4,0.31206194456661657
RKCR,Red King Crab,HAL,542,Sablefish,9/26/15,Shoreside,C,1,0.23844851761100594
RKCR,Red King Crab,HAL,542,Sablefish,10/3/15,Catcher Processor,C,3,1.581294342128844
RKCR,Red King Crab,HAL,542,Sablefish,10/3/15,Shoreside,C,7,1.476190202948674
RKCR,Red King Crab,HAL,542,Sablefish,10/10/15,Shoreside,C,33,1.443944113881651
RKCR,Red King Crab,HAL,542,Sablefish,10/24/15,Shoreside,C,5,0.5016823698989197
RKCR,Red King Crab,HAL,542,Sablefish,10/31/15,Shoreside,C,4,0.5076019759772009
RKCR,Red King Crab,HAL,543,Pacific Cod,1/17/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Pacific Cod,1/24/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Pacific Cod,1/31/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Pacific Cod,2/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Pacific Cod,2/14/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Pacific Cod,2/21/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,3/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,4/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,5/2/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,5/9/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,5/16/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,5/23/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,5/30/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,6/6/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,6/13/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,6/20/15,Shoreside,C,1,0.4575894478556931
RKCR,Red King Crab,HAL,543,Sablefish,6/20/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,6/27/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,8/8/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,8/15/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,8/22/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,543,Sablefish,8/29/15,Catcher Processor,C,16,8.974847988512195
RKCR,Red King Crab,HAL,543,Sablefish,9/5/15,Catcher Processor,C,9,1.8025596346812476
RKCR,Red King Crab,HAL,543,Sablefish,9/12/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,'Other' Species,11/21/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,1/3/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,1/10/15,Catcher Processor,538.53,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,1/17/15,Catcher Processor,433.453,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,1/24/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,1/31/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,2/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,2/14/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,2/21/15,Catcher Processor,450.96,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,2/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,2/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/7/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/14/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/21/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/21/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,3/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,4/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,5/9/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,9/12/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,9/19/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,9/19/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,9/26/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,9/26/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,10/3/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,10/10/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,10/17/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,10/24/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,10/31/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,11/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,11/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,11/14/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,12/26/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Pacific Cod,12/31/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,3/21/15,Catcher Processor,C,3,0.07725983073401217
RKCR,Red King Crab,HAL,610,Sablefish,4/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,4/25/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/2/15,Shoreside,10.185,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/2/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/9/15,Shoreside,25.537,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/16/15,Shoreside,29.751,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/16/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/23/15,Shoreside,32.551,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/23/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,5/30/15,Shoreside,79.663,0,0
RKCR,Red King Crab,HAL,610,Sablefish,6/6/15,Shoreside,12.7,0,0
RKCR,Red King Crab,HAL,610,Sablefish,6/13/15,Shoreside,74.877,0,0
RKCR,Red King Crab,HAL,610,Sablefish,6/20/15,Shoreside,95.91,0,0
RKCR,Red King Crab,HAL,610,Sablefish,6/27/15,Shoreside,35.256,0,0
RKCR,Red King Crab,HAL,610,Sablefish,7/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,7/11/15,Shoreside,18.693,0,0
RKCR,Red King Crab,HAL,610,Sablefish,7/18/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,7/25/15,Shoreside,40.593,0,0
RKCR,Red King Crab,HAL,610,Sablefish,8/1/15,Shoreside,71.371,0,0
RKCR,Red King Crab,HAL,610,Sablefish,8/8/15,Shoreside,33.158,0,0
RKCR,Red King Crab,HAL,610,Sablefish,8/15/15,Shoreside,61.926,0,0
RKCR,Red King Crab,HAL,610,Sablefish,8/22/15,Shoreside,82.495,2,0.02424400809286436
RKCR,Red King Crab,HAL,610,Sablefish,8/29/15,Shoreside,C,2,0.21541831736726907
RKCR,Red King Crab,HAL,610,Sablefish,9/5/15,Shoreside,100.314,4,0.039874852925378894
RKCR,Red King Crab,HAL,610,Sablefish,9/12/15,Shoreside,63.949,0,0
RKCR,Red King Crab,HAL,610,Sablefish,9/19/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,610,Sablefish,9/19/15,Shoreside,40.467,0,0
RKCR,Red King Crab,HAL,610,Sablefish,9/26/15,Shoreside,43.72,0,0
RKCR,Red King Crab,HAL,610,Sablefish,10/3/15,Shoreside,28.528,0,0
RKCR,Red King Crab,HAL,610,Sablefish,10/10/15,Shoreside,37.376,0,0
RKCR,Red King Crab,HAL,610,Sablefish,10/17/15,Shoreside,99.02,0,0
RKCR,Red King Crab,HAL,610,Sablefish,10/24/15,Shoreside,33.627,0,0
RKCR,Red King Crab,HAL,610,Sablefish,10/31/15,Shoreside,22.682,0,0
RKCR,Red King Crab,HAL,610,Sablefish,11/7/15,Shoreside,25.614,0,0
RKCR,Red King Crab,HAL,620,No Target Fishery,9/5/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/3/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/10/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/17/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/24/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/24/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/31/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,1/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/7/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/14/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/21/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/21/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/28/15,Shoreside,83.612,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,2/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,3/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,3/7/15,Shoreside,85.54,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,3/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,3/21/15,Shoreside,195.961,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,3/28/15,Shoreside,54.863,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,4/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,4/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,4/18/15,Catcher Processor,C,7,0.08004866944638689
RKCR,Red King Crab,HAL,620,Pacific Cod,5/2/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,5/2/15,Catcher Processor,C,1,0.016535091421532554
RKCR,Red King Crab,HAL,620,Pacific Cod,5/9/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,5/16/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,5/23/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,7/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,9/12/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,10/10/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,10/10/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,10/17/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,10/17/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,10/24/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,11/21/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,11/28/15,Shoreside,82.103,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,12/5/15,Shoreside,48.956,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,12/12/15,Shoreside,157.978,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,12/19/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,12/19/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Pacific Cod,12/26/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,3/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,4/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/9/15,Shoreside,22.029,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/9/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/16/15,Shoreside,44.852,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/23/15,Shoreside,33.162,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/23/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/30/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,6/6/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,6/6/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,6/13/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,6/20/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,6/27/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,7/11/15,Shoreside,39.928,0,0
RKCR,Red King Crab,HAL,620,Sablefish,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,8/8/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,8/15/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,9/5/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,9/12/15,Shoreside,51.408,0,0
RKCR,Red King Crab,HAL,620,Sablefish,9/19/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,9/26/15,Shoreside,12.989,0,0
RKCR,Red King Crab,HAL,620,Sablefish,10/3/15,Shoreside,38.259,0,0
RKCR,Red King Crab,HAL,620,Sablefish,10/17/15,Shoreside,36.606,0,0
RKCR,Red King Crab,HAL,620,Sablefish,10/24/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,10/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,620,Sablefish,11/7/15,Shoreside,6.912,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,1/3/15,Shoreside,334.548,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,1/10/15,Shoreside,143.77,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,1/17/15,Shoreside,262.518,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,1/24/15,Shoreside,342.293,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,1/31/15,Shoreside,363.962,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,1/31/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,2/7/15,Shoreside,462.184,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,2/14/15,Shoreside,215.124,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,2/21/15,Shoreside,361.667,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,2/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,2/28/15,Shoreside,716.691,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,3/7/15,Shoreside,709.304,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,3/14/15,Shoreside,590.312,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,3/21/15,Shoreside,276.857,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,3/28/15,Shoreside,151.566,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,4/4/15,Shoreside,185.15,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,4/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,4/18/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,4/25/15,Shoreside,34.55,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,4/25/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,5/2/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,6/6/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,7/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,9/5/15,Shoreside,58.124,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,9/12/15,Shoreside,44.034,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,9/19/15,Shoreside,100.511,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,9/26/15,Shoreside,32.405,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,10/3/15,Shoreside,76.798,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,10/10/15,Shoreside,21.948,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,10/17/15,Shoreside,27.345,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,10/24/15,Shoreside,97.169,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,10/31/15,Shoreside,88.97,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,11/7/15,Shoreside,116.842,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,11/14/15,Shoreside,62.806,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,11/21/15,Shoreside,84.231,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,11/28/15,Shoreside,71.396,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,12/5/15,Shoreside,149.538,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,12/12/15,Shoreside,175.392,0,0
RKCR,Red King Crab,HAL,630,Pacific Cod,12/19/15,Shoreside,33.082,0,0
RKCR,Red King Crab,HAL,630,Sablefish,3/21/15,Shoreside,27.5,0,0
RKCR,Red King Crab,HAL,630,Sablefish,3/21/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,3/28/15,Shoreside,28.305,0,0
RKCR,Red King Crab,HAL,630,Sablefish,3/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,4/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,4/4/15,Shoreside,121.557,0,0
RKCR,Red King Crab,HAL,630,Sablefish,4/11/15,Shoreside,140.384,0,0
RKCR,Red King Crab,HAL,630,Sablefish,4/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,4/18/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,4/25/15,Shoreside,353.251,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/2/15,Shoreside,385.272,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/9/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/9/15,Shoreside,234.705,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/16/15,Shoreside,358.632,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/23/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/23/15,Shoreside,378.483,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/30/15,Shoreside,213.979,0,0
RKCR,Red King Crab,HAL,630,Sablefish,5/30/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,6/6/15,Shoreside,93.413,0,0
RKCR,Red King Crab,HAL,630,Sablefish,6/13/15,Shoreside,207.789,0,0
RKCR,Red King Crab,HAL,630,Sablefish,6/20/15,Shoreside,68.299,0,0
RKCR,Red King Crab,HAL,630,Sablefish,6/27/15,Shoreside,105.64,0,0
RKCR,Red King Crab,HAL,630,Sablefish,7/4/15,Shoreside,36.474,0,0
RKCR,Red King Crab,HAL,630,Sablefish,7/11/15,Shoreside,31.532,0,0
RKCR,Red King Crab,HAL,630,Sablefish,7/18/15,Shoreside,51.095,0,0
RKCR,Red King Crab,HAL,630,Sablefish,7/25/15,Shoreside,106.49,0,0
RKCR,Red King Crab,HAL,630,Sablefish,8/1/15,Shoreside,58.369,0,0
RKCR,Red King Crab,HAL,630,Sablefish,8/8/15,Shoreside,104.515,0,0
RKCR,Red King Crab,HAL,630,Sablefish,8/15/15,Shoreside,33.238,0,0
RKCR,Red King Crab,HAL,630,Sablefish,8/22/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,8/29/15,Shoreside,22.843,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/5/15,Shoreside,92.815,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/12/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/12/15,Shoreside,72.729,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/19/15,Shoreside,102.788,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/19/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/26/15,Shoreside,114.232,0,0
RKCR,Red King Crab,HAL,630,Sablefish,9/26/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,630,Sablefish,10/3/15,Shoreside,106.641,0,0
RKCR,Red King Crab,HAL,630,Sablefish,10/10/15,Shoreside,61.08,0,0
RKCR,Red King Crab,HAL,630,Sablefish,10/17/15,Shoreside,69.58,0,0
RKCR,Red King Crab,HAL,630,Sablefish,10/24/15,Shoreside,78.916,0,0
RKCR,Red King Crab,HAL,630,Sablefish,10/31/15,Shoreside,12.397,0,0
RKCR,Red King Crab,HAL,630,Sablefish,11/7/15,Shoreside,82.346,0,0
RKCR,Red King Crab,HAL,640,Pacific Cod,4/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Pacific Cod,5/2/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Rockfish,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,3/21/15,Shoreside,65.787,0,0
RKCR,Red King Crab,HAL,640,Sablefish,3/28/15,Shoreside,93.229,0,0
RKCR,Red King Crab,HAL,640,Sablefish,4/4/15,Shoreside,245.254,0,0
RKCR,Red King Crab,HAL,640,Sablefish,4/4/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,4/11/15,Shoreside,43.735,0,0
RKCR,Red King Crab,HAL,640,Sablefish,4/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,4/18/15,Shoreside,23.043,0,0
RKCR,Red King Crab,HAL,640,Sablefish,4/25/15,Shoreside,394.364,0,0
RKCR,Red King Crab,HAL,640,Sablefish,5/2/15,Shoreside,149.09,0,0
RKCR,Red King Crab,HAL,640,Sablefish,5/9/15,Shoreside,33.345,0,0
RKCR,Red King Crab,HAL,640,Sablefish,5/16/15,Shoreside,127.518,0,0
RKCR,Red King Crab,HAL,640,Sablefish,5/23/15,Shoreside,65.471,0,0
RKCR,Red King Crab,HAL,640,Sablefish,5/30/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,5/30/15,Shoreside,112.452,0,0
RKCR,Red King Crab,HAL,640,Sablefish,6/6/15,Shoreside,35.235,0,0
RKCR,Red King Crab,HAL,640,Sablefish,6/6/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,6/13/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,6/13/15,Shoreside,43.536,0,0
RKCR,Red King Crab,HAL,640,Sablefish,6/20/15,Shoreside,11.394,0,0
RKCR,Red King Crab,HAL,640,Sablefish,6/20/15,Catcher Processor,C,0,0
