"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2015 Prohibited Species Catch Crab (includes CDQ)
Through Date:
December 31 2015

SPECIES,SPECIES NAME,GEAR,REPORTING AREA,TARGET,WEEK,SECTOR,GROUNDFISH (MT),NUMBER OF CRAB,NUMBER OF CRAB/MT GROUNDFISH
RKCR,Red King Crab,HAL,640,Sablefish,6/27/15,Shoreside,48.797,0,0
RKCR,Red King Crab,HAL,640,Sablefish,7/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,7/18/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,8/1/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,8/8/15,Shoreside,19.953,0,0
RKCR,Red King Crab,HAL,640,Sablefish,8/15/15,Shoreside,4.716,0,0
RKCR,Red King Crab,HAL,640,Sablefish,8/29/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,9/5/15,Shoreside,34.738,0,0
RKCR,Red King Crab,HAL,640,Sablefish,9/12/15,Shoreside,38.279,0,0
RKCR,Red King Crab,HAL,640,Sablefish,9/19/15,Shoreside,45.504,0,0
RKCR,Red King Crab,HAL,640,Sablefish,9/26/15,Shoreside,49.292,0,0
RKCR,Red King Crab,HAL,640,Sablefish,10/3/15,Shoreside,37.797,0,0
RKCR,Red King Crab,HAL,640,Sablefish,10/10/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,10/17/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,10/24/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,640,Sablefish,10/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,1/3/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,1/10/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,1/17/15,Shoreside,39.457,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,1/24/15,Shoreside,63.167,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,1/31/15,Shoreside,85.273,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,2/7/15,Shoreside,64.447,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,2/14/15,Shoreside,63.85,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,2/21/15,Shoreside,56.538,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,2/28/15,Shoreside,70.65,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/7/15,Shoreside,8.96,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/7/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/14/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/14/15,Shoreside,10.477,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/21/15,Shoreside,13.185,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/21/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/28/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,3/28/15,Shoreside,24.361,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,4/4/15,Shoreside,11.734,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,4/18/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,4/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,5/2/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,5/9/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,5/16/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,6/6/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,6/13/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,8/8/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,8/22/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,9/5/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,9/12/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,9/26/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,10/3/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,10/10/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,10/17/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,10/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,11/7/15,Shoreside,28.034,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,11/14/15,Shoreside,29.997,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,11/21/15,Shoreside,75.107,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,11/28/15,Shoreside,30.111,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,12/5/15,Shoreside,48.82,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,12/12/15,Shoreside,96.81,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,12/19/15,Shoreside,24.183,0,0
RKCR,Red King Crab,HAL,649,Pacific Cod,12/26/15,Shoreside,79.995,0,0
RKCR,Red King Crab,HAL,649,Sablefish,4/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Sablefish,5/9/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Sablefish,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,649,Sablefish,8/29/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Rockfish,2/14/15,Shoreside,12.136,0,0
RKCR,Red King Crab,HAL,650,Rockfish,2/21/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Rockfish,2/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Rockfish,5/16/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,3/14/15,Shoreside,18.3,0,0
RKCR,Red King Crab,HAL,650,Sablefish,3/21/15,Shoreside,221.025,0,0
RKCR,Red King Crab,HAL,650,Sablefish,3/28/15,Shoreside,180.269,0,0
RKCR,Red King Crab,HAL,650,Sablefish,4/4/15,Shoreside,330.001,0,0
RKCR,Red King Crab,HAL,650,Sablefish,4/11/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,4/11/15,Shoreside,89.213,0,0
RKCR,Red King Crab,HAL,650,Sablefish,4/18/15,Shoreside,88.529,0,0
RKCR,Red King Crab,HAL,650,Sablefish,4/25/15,Shoreside,187.198,0,0
RKCR,Red King Crab,HAL,650,Sablefish,5/2/15,Shoreside,313.686,0,0
RKCR,Red King Crab,HAL,650,Sablefish,5/9/15,Shoreside,129.069,0,0
RKCR,Red King Crab,HAL,650,Sablefish,5/16/15,Shoreside,225.122,0,0
RKCR,Red King Crab,HAL,650,Sablefish,5/23/15,Shoreside,95.429,0,0
RKCR,Red King Crab,HAL,650,Sablefish,5/30/15,Shoreside,143.373,0,0
RKCR,Red King Crab,HAL,650,Sablefish,6/6/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,6/6/15,Shoreside,92.836,0,0
RKCR,Red King Crab,HAL,650,Sablefish,6/13/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,6/13/15,Shoreside,73.176,0,0
RKCR,Red King Crab,HAL,650,Sablefish,6/20/15,Shoreside,41.06,0,0
RKCR,Red King Crab,HAL,650,Sablefish,6/27/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,7/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,7/11/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,7/18/15,Shoreside,4.335,0,0
RKCR,Red King Crab,HAL,650,Sablefish,7/25/15,Shoreside,19.295,0,0
RKCR,Red King Crab,HAL,650,Sablefish,7/25/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,8/1/15,Shoreside,18.929,0,0
RKCR,Red King Crab,HAL,650,Sablefish,8/1/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,650,Sablefish,8/8/15,Shoreside,63.313,0,0
RKCR,Red King Crab,HAL,650,Sablefish,8/15/15,Shoreside,18.035,0,0
RKCR,Red King Crab,HAL,650,Sablefish,8/22/15,Shoreside,5.82,0,0
RKCR,Red King Crab,HAL,650,Sablefish,8/29/15,Shoreside,103.785,0,0
RKCR,Red King Crab,HAL,650,Sablefish,9/5/15,Shoreside,107.567,0,0
RKCR,Red King Crab,HAL,650,Sablefish,9/12/15,Shoreside,112.697,0,0
RKCR,Red King Crab,HAL,650,Sablefish,9/19/15,Shoreside,106.221,0,0
RKCR,Red King Crab,HAL,650,Sablefish,9/26/15,Shoreside,142.574,0,0
RKCR,Red King Crab,HAL,650,Sablefish,10/3/15,Shoreside,136.031,0,0
RKCR,Red King Crab,HAL,650,Sablefish,10/10/15,Shoreside,30.623,0,0
RKCR,Red King Crab,HAL,650,Sablefish,10/17/15,Shoreside,62.555,0,0
RKCR,Red King Crab,HAL,650,Sablefish,10/24/15,Shoreside,82.595,0,0
RKCR,Red King Crab,HAL,650,Sablefish,10/31/15,Shoreside,20.737,0,0
RKCR,Red King Crab,HAL,650,Sablefish,11/7/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,1/10/15,Shoreside,31.19,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,1/17/15,Shoreside,23.673,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,1/24/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,1/31/15,Shoreside,14.982,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,2/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,2/21/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,2/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,3/7/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,3/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,3/21/15,Shoreside,2.221,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,3/28/15,Shoreside,5.527,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,4/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,4/11/15,Shoreside,4.346,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,4/18/15,Shoreside,4.215,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,4/25/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,5/2/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,5/9/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,5/16/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,6/13/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,10/24/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,10/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,11/7/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,11/14/15,Shoreside,13.631,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,11/21/15,Shoreside,26.294,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,11/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,12/5/15,Shoreside,34.115,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,12/12/15,Shoreside,34.713,0,0
RKCR,Red King Crab,HAL,659,Pacific Cod,12/19/15,Shoreside,36.61,0,0
RKCR,Red King Crab,HAL,659,Rockfish,1/10/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,1/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,2/7/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,2/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,2/21/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,2/28/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,3/7/15,Shoreside,4.415,0,0
RKCR,Red King Crab,HAL,659,Rockfish,3/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Rockfish,12/12/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,4/18/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,5/9/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,5/16/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,5/23/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,6/6/15,Shoreside,100.597,0,0
RKCR,Red King Crab,HAL,659,Sablefish,6/13/15,Shoreside,64.464,0,0
RKCR,Red King Crab,HAL,659,Sablefish,6/20/15,Shoreside,14.582,0,0
RKCR,Red King Crab,HAL,659,Sablefish,6/27/15,Shoreside,25.302,0,0
RKCR,Red King Crab,HAL,659,Sablefish,7/4/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,7/11/15,Shoreside,11.719,0,0
RKCR,Red King Crab,HAL,659,Sablefish,7/18/15,Shoreside,10.331,0,0
RKCR,Red King Crab,HAL,659,Sablefish,7/25/15,Shoreside,21.457,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/1/15,Shoreside,19.434,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/8/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/8/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/15/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/15/15,Shoreside,37.556,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/22/15,Catcher Processor,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/22/15,Shoreside,58.347,0,0
RKCR,Red King Crab,HAL,659,Sablefish,8/29/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,9/5/15,Shoreside,29.574,0,0
RKCR,Red King Crab,HAL,659,Sablefish,9/12/15,Shoreside,49.388,0,0
RKCR,Red King Crab,HAL,659,Sablefish,9/19/15,Shoreside,90.832,0,0
RKCR,Red King Crab,HAL,659,Sablefish,9/26/15,Shoreside,20.216,0,0
RKCR,Red King Crab,HAL,659,Sablefish,10/3/15,Shoreside,24.377,0,0
RKCR,Red King Crab,HAL,659,Sablefish,10/10/15,Shoreside,56.897,0,0
RKCR,Red King Crab,HAL,659,Sablefish,10/17/15,Shoreside,20.339,0,0
RKCR,Red King Crab,HAL,659,Sablefish,10/24/15,Shoreside,21.175,0,0
RKCR,Red King Crab,HAL,659,Sablefish,10/31/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,11/7/15,Shoreside,8.482,0,0
RKCR,Red King Crab,HAL,659,Sablefish,11/14/15,Shoreside,C,0,0
RKCR,Red King Crab,HAL,659,Sablefish,11/21/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,518,Rockfish,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,1/3/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,1/10/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,8/22/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,9/5/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,9/12/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,9/19/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,10/17/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,10/24/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Pacific Cod,10/31/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,519,Rockfish,7/18/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,1/17/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,2/14/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,2/28/15,Shoreside,29.57,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,3/7/15,Shoreside,14.111,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,3/14/15,Shoreside,8.435,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,3/21/15,Shoreside,11.568,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,3/28/15,Shoreside,11.484,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,4/4/15,Shoreside,34.062,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,4/11/15,Shoreside,43.304,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,4/18/15,Shoreside,57.94,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,4/25/15,Shoreside,108.918,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,5/2/15,Shoreside,136.788,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,5/9/15,Shoreside,122.307,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,5/16/15,Shoreside,71.133,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,5/23/15,Shoreside,72.366,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,5/30/15,Shoreside,51.712,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,6/6/15,Shoreside,37.6,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,6/13/15,Shoreside,24.162,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,6/20/15,Shoreside,45.752,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,6/27/15,Shoreside,22.987,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,7/4/15,Shoreside,20.231,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,7/11/15,Shoreside,54.031,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,8/1/15,Shoreside,14.39,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,8/8/15,Shoreside,17.13,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,8/15/15,Shoreside,18.795,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,8/22/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,8/29/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,9/5/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Pacific Cod,9/12/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,610,Rockfish,7/18/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,3/28/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,4/4/15,Shoreside,18.522,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,4/11/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,4/18/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,4/25/15,Shoreside,15.178,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,5/2/15,Shoreside,50.663,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,5/9/15,Shoreside,30.019,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,5/16/15,Shoreside,17.29,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,5/23/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,6/20/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,620,Pacific Cod,8/1/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Bottom Pollock,5/9/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Bottom Pollock,6/6/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,1/3/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,1/10/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,1/17/15,Shoreside,9.542,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,1/24/15,Shoreside,24.649,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,1/31/15,Shoreside,17.314,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,2/7/15,Shoreside,39.211,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,2/14/15,Shoreside,63.779,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,2/21/15,Shoreside,47.11,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,2/28/15,Shoreside,137.589,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,3/7/15,Shoreside,94.673,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,3/14/15,Shoreside,52.725,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,3/21/15,Shoreside,148.156,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,3/28/15,Shoreside,64.569,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,4/4/15,Shoreside,214.817,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,4/11/15,Shoreside,152.506,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,4/18/15,Shoreside,184.298,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,4/25/15,Shoreside,152.097,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,5/2/15,Shoreside,178.942,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,5/9/15,Shoreside,89.917,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,5/16/15,Shoreside,78.877,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,5/23/15,Shoreside,32.925,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,5/30/15,Shoreside,43.812,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,6/6/15,Shoreside,28.211,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,6/13/15,Shoreside,15.203,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,6/20/15,Shoreside,7.785,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,6/27/15,Shoreside,8.307,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,7/4/15,Shoreside,8.072,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,7/11/15,Shoreside,11.241,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,7/18/15,Shoreside,5.755,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,8/1/15,Shoreside,8.733,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,8/8/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,8/15/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,8/22/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,8/29/15,Shoreside,3.076,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,9/5/15,Shoreside,5.047,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,9/12/15,Shoreside,1.809,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,9/19/15,Shoreside,1.602,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,9/26/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,10/3/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,10/10/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,10/17/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,10/24/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,11/7/15,Shoreside,2.622,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,11/14/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,11/21/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,11/28/15,Shoreside,5.596,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,12/5/15,Shoreside,10.786,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,12/19/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,12/26/15,Shoreside,7.318,0,0
RKCR,Red King Crab,JIG,630,Pacific Cod,12/31/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,1/10/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,1/24/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,2/14/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,2/21/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,2/28/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,3/21/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,4/4/15,Shoreside,1.804,0,0
RKCR,Red King Crab,JIG,630,Rockfish,4/11/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,4/18/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,5/2/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,5/30/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,6/27/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,7/4/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,7/11/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,7/18/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,7/25/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,8/1/15,Shoreside,0.261,0,0
RKCR,Red King Crab,JIG,630,Rockfish,8/8/15,Shoreside,1.441,0,0
RKCR,Red King Crab,JIG,630,Rockfish,8/15/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,8/22/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,8/29/15,Shoreside,0.438,0,0
RKCR,Red King Crab,JIG,630,Rockfish,9/5/15,Shoreside,1.679,0,0
RKCR,Red King Crab,JIG,630,Rockfish,9/12/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,9/19/15,Shoreside,1.313,0,0
RKCR,Red King Crab,JIG,630,Rockfish,9/26/15,Shoreside,2.034,0,0
RKCR,Red King Crab,JIG,630,Rockfish,10/3/15,Shoreside,0.197,0,0
RKCR,Red King Crab,JIG,630,Rockfish,10/17/15,Shoreside,C,0,0
RKCR,Red King Crab,JIG,630,Rockfish,10/24/15,Shoreside,0.493,0,0
